# Legacy references-by-number in prose that cannot track \ref.
# This file is a RATCHET, not an approval: no NEW ones may be added, and any
# line touched for other reasons should be converted to a named reference while
# you are in there. Regenerate only after deliberately converting entries:
#     scripts/numbered_refs.py --rebaseline
# WP0007's entries are already converted and deliberately absent.
WP0195	\item \lean{regulator\_selection} --- WP0162 Proposition~1: $\argmin_R K(R\mid W)=\argmax_R[M(W{:}R)-K(R)]$.
WP0195	\item \lean{self\_regulation\_temporal\_model} --- Proposition~3,
WP0195	\lean{ART.lean} & \lean{AITProb} (posterior), Theorem~2 & probabilistic regulator thm \\
WP0195	\lean{CoarseGraining.existence} --- WP0193 Theorem~A and Proposition~1.
WP0195	\lean{Probability.lean} & prefix machine, Bayes posterior, coding thm & Lemma~1 (bridge) \\
WP0195	\lean{PushPull.lean} & \lean{Plant}, \lean{Admissible}, \lean{InwardOnBoundary} & WP0186 Thms~1--2, Cor.~1, gap Lemma~1 \\
WP0195	\lean{SelfModel.lean} & \lean{DeltaSelf}, Proposition~3 & temporal self-model \\
WP0195	\lean{most\_states\_incompressible} --- WP0007 Theorem~1 (existence barrier), proved outright
WP0195	\lean{no\_compression\_improver\_micro} --- WP0007 Theorem~2 (improvement barrier): no computable
WP0195	\lean{no\_universal\_compressor\_micro} --- WP0007 Theorem~2 (improvement barrier) in the form
WP0195	\lean{trivial\_decoder\_transmits\_nothing} (Corollary~1: a trivial write-back program transmits
WP0195	arithmetic on \lean{OffSplit}/\lean{OnResidual} will introduce it. WP0186's Proposition~1 is now a
WP0195	embedding of WP0007 Theorem~1; the AIT input is the uncomputability of $K$, assumed as the named
WP0195	headline necessity claim: a single-signed controller cannot hold the band. Theorem~2
WP0195	now consumes \lean{wrapper\_bound} and rests on the coding theorem $+$ Lemma~2. All four
WP0195	self-regulation gap $\Delta_{\mathrm{self}}$ (\lean{SelfModel.DeltaSelf}), Proposition~3 applies to
WriteBack.lean	/-- **The bite of Corollary 1.** A write-back program that is trivial given the parent program
WriteBack.lean	/-- **WP0058 Proposition 2, background-free form.** A write-back encoder recoverable from the
WriteBack.lean	/-- **WP0058 Proposition 3, Darwinian half (the substantive part).** The *total* acquired
WriteBack.lean	/-- **WP0058 Proposition 3, Lamarckian half.** The write-back bandwidth is bounded by the
